Νομός_Δήμος_Κοινότητα,Νέες_οικοδομές,Προσθήκες,Επισκευές,Αναπαλαιώσεις,Κατεδαφίσεις
Καμπανού                      ,1,0,0,0,0 
Επανωχωρίου                   ,1,0,0,0,0 
Σούγιας                       ,2,0,0,0,0 
Τεμενίων                      ,2,0,0,0,0 
Καλυβών                       ,24,4,0,0,0 
Αρμένων                       ,7,2,0,0,0 
Μαχαιρών                      ,1,0,0,0,0 
Νέου Χωρίου Αποκορρώνου       ,6,0,0,0,0 
Ραμνής                        ,1,0,0,0,0 
Στύλου                        ,8,0,0,0,1 

Βάμου                         ,36,5,0,2,0 
Γαβαλοχωρίου                  ,35,1,0,0,0 
Κάινας                        ,2,0,0,0,0 
Καλαμιτσίου Αλεξάνδρου        ,0,1,0,0,0 
Κεφαλά                        ,42,2,0,0,0 
Κοκκίνου Χωρίου               ,36,3,0,0,0 
Ξηροστερνίου                  ,8,0,0,0,0 
Πλάκας                        ,87,2,1,0,1 
Σελλίων                       ,4,1,0,1,0 
Βουκολιών                     ,10,2,0,0,0 
Ανώσκελης                     ,0,1,0,0,0 
Νέου Χωρίου Κυδωνίας          ,0,0,0,0,0 
Νεριανών                      ,0,0,0,0,1 
Πολεμαρχίου                   ,2,0,0,0,0 
Ταυρωνίτου                    ,9,2,0,0,0 
Χρυσαυγής                     ,1,0,0,0,0 
Κουρνά                        ,11,2,1,0,0 
Γεωργιουπόλεως                ,11,4,0,0,0 
Καλαμιτσίου Αμυγδαλίου        ,11,1,1,0,0 
Καστέλλου                     ,3,0,0,0,0 
Φυλακής                       ,1,0,0,0,0 
Μουρνιών                      ,32,6,0,0,1 
Νεροκούρου                    ,20,3,0,0,0 
Βαμβακοπούλου                 ,23,0,0,0,0 
Αγιάς                         ,5,1,0,0,0 
Βαρύπετρου                    ,14,2,1,0,0 
Θερίσου                       ,2,0,0,0,0 
Περιβολίων Κυδωνίας           ,21,7,0,0,1 
Αμυγδαλοκεφαλίου              ,3,0,0,0,0 
Βάθης                         ,3,0,0,0,0 
Βλάτους                       ,2,0,0,0,0 
Κανδάνου (Καντάνου)           ,5,1,0,0,0 
Παππαδιανών                   ,2,1,0,0,0 
Δρακόνας                      ,2,0,0,0,0 
Κοντοπούλων                   ,2,0,0,0,0 
Μαλάξας                       ,1,0,0,0,0 
Κισσάμου                      ,34,4,0,0,1 
Γραμβουσής                    ,13,0,0,0,0 
Καλλεργιανών                  ,2,0,0,0,0 
Λουσακιών                     ,2,0,0,0,0 
Πλατάνου                      ,9,2,0,0,0 
Πολυρρηνίας                   ,0,0,1,0,0 
Κολυμβαρίου                   ,20,2,0,0,2 
Αφράτων                       ,2,1,0,0,0 
Βουβών                        ,1,0,0,0,0 
Γλώσσης                       ,1,0,0,0,0 

Επισκοπής                     ,2,1,0,0,0 
Καλυδονίας                    ,4,0,0,1,0 
Καμισιανών                    ,7,0,0,0,0 
Καρών Κισσάμου                ,1,0,0,0,0 
Νοχιών                        ,0,1,0,0,0 
Ροδωπού                       ,0,1,1,1,0 
Σπηλιάς                       ,7,1,0,0,0 
Βρυσών Αποκορρώνου            ,7,2,1,0,0 
Αλικάμπου                     ,1,0,0,0,0 
Βαφέ                          ,2,0,0,0,0 
Εμπροσνέρου                   ,0,1,1,0,0 
Μάζης                         ,5,0,0,0,0 
Νίπους                        ,2,0,0,0,0 
Αλικιανού                     ,15,0,0,0,1 
Βατολάκκου                    ,0,1,0,0,0 
Κουφού                        ,1,0,0,0,0 
Μεσκλών                       ,2,0,0,0,0 
Σκινέ                         ,3,1,0,0,0 
Φουρνέ                        ,7,0,0,0,0 
Δραπανιά                      ,1,0,0,0,0 
Βουλγάρω                      ,0,1,0,0,0 
Καλουδιανών                   ,3,1,1,0,0 
Ποταμίδας                     ,1,1,0,0,0 
Σασάλου                       ,1,0,0,0,0 
Τοπολίων                      ,1,1,0,0,0 
Φαλελιανών                    ,0,2,0,0,0 
Χαιρεθιανών                   ,1,0,0,0,0 
Δαράτσου                      ,53,9,0,0,6 
Αγίας Μαρίνης                 ,29,3,1,0,2 
Γαλατά                        ,47,5,0,0,2 
Σταλού                        ,15,1,0,0,2 
Παλαιοχώρας                   ,13,2,0,0,0 
Βουτά                         ,9,0,0,0,0 
Σκλαβοπούλας                  ,1,0,0,0,0 
Γερανίου                      ,16,1,0,0,0 
Βλαχερωνιτίσσης               ,2,0,0,0,0 
Βρυσών Κυδωνίας               ,2,1,0,0,0 
Ζουνακίου                     ,1,0,0,0,0 
Κοντομαρίου                   ,9,1,0,0,1 
Κυπαρίσσου                    ,2,1,0,0,0 
Μάλεμε                        ,11,1,0,0,0 
Μοδίου                        ,4,0,1,0,0 
Ντερέ                         ,1,0,0,0,0 
Ξαμουδοχωρίου                 ,3,0,0,0,0 
Πλατανιά                      ,24,4,0,0,2 
Σιριλίου                      ,1,1,0,0,0 

Σούδας                        ,25,1,0,0,3 
Καλαμίου                      ,13,1,0,0,0 
Τσικαλαριών                   ,12,3,1,0,0 
Χώρας Σφακίων                 ,1,0,0,0,0 
Αγίας Ρουμέλης                ,1,0,0,0,0 
Ασφένδου                      ,3,0,0,0,0 
Πατσιανού                     ,3,0,0,0,0 
Σκαλωτής                      ,1,0,0,0,0 
Φρε                           ,1,0,1,0,0 
Μελιδονίου                    ,2,0,0,0,0 
Παϊδοχωρίου                   ,0,1,0,0,0 
Τζιτζιφέ                      ,2,0,0,0,0 
Γαύδου                        ,1,0,0,0,0 

Μιαμούς                       ,1,0,0,0,0
Γουβών                        ,38,9,0,0,0
Ανωπόλεως                     ,15,6,1,0,2
Ελαίας                        ,11,0,0,0,0
Επάνω Βαθείας                 ,4,0,0,0,0
Καλού Χωρίου                  ,1,0,0,0,0
Κάτω Βαθείας                  ,8,1,1,0,0
Χαράσου                       ,1,0,0,0,0
Επισκοπής                     ,7,1,0,1,0
Αϊτανίων                      ,2,0,0,0,0
Γαλίφας                       ,1,0,0,0,0
Καινούργιου Χωρίου            ,2,1,1,0,0
Σγουροκεφαλίου                ,2,1,0,0,0
Ζαρού                         ,3,4,2,0,1
Βοριζίων                      ,1,0,0,0,0
Θραψανού                      ,8,2,1,0,0
Βόνης                         ,1,1,0,0,0
Ζωφόρων                       ,0,0,1,0,0
Καστελλίου                    ,9,0,2,0,0
Αμαριανού                     ,0,0,1,0,0
Γερακίου                      ,1,0,1,0,0
Ευαγγελισμού                  ,0,1,0,0,0
Κασταμονίτσης                 ,1,0,0,0,0
Λυττού (Ξιδά)                 ,1,0,0,0,0
Σμαρίου                       ,1,0,1,0,0
Ασημίου                       ,7,5,0,0,0
’νω Ακρίων                    ,1,0,0,0,0

Διονυσίου                     ,1,0,0,0,0
Σοκαρά                        ,1,3,0,0,0
Σταβιών                       ,1,0,0,0,0
Στερνών                       ,5,0,0,0,0
Στόλων                        ,2,1,0,0,0
Κρουσώνος                     ,7,0,0,0,0
Σάρχου                        ,1,0,0,0,0
Μαλίων                        ,47,13,2,0,1
Μοχού                         ,16,2,2,0,0
Μοιρών                        ,24,6,1,1,2
Αντισκαρίου                   ,1,0,0,0,0
Γαλιάς                        ,1,1,0,0,0
Κουσέ                         ,2,1,0,0,0
Πετροκεφαλίου                 ,3,1,0,0,0
Πηγαϊδακίων                   ,0,1,0,0,0
Πόμπιας                       ,7,2,1,0,0
Σκουρβούλων                   ,2,0,0,0,0
Νέας Αλικαρνασσού             ,26,20,0,0,6
Καλλιθέας                     ,21,3,0,0,0
Αγίων Παρασκιών               ,2,3,0,0,1
Αγίου Βασιλείου               ,0,0,0,0,0
Αλαγνίου                      ,1,0,0,0,0
Αστράκων                      ,2,0,0,0,0
Αστριτσίου                    ,1,0,0,0,0
Δαμανίων                      ,0,1,0,0,0
Καταλαγαρίου                  ,6,0,0,0,0
Κουνάβων                      ,3,0,0,0,0
Μελεσών                       ,1,0,0,0,0
Μεταξοχωρίου                  ,1,0,0,0,0
Μυρτιάς                       ,5,1,0,0,0
Πεζών                         ,2,0,0,0,0
Χουδετσίου                    ,4,0,0,0,0
Γέργερης                      ,3,0,0,0,0
Νυβρίτου                      ,2,0,0,0,0
Προφήτη Ηλία                  ,9,0,1,0,2
Αγίου Σύλλα                   ,19,4,0,0,0
Κυπαρίσσου                    ,5,0,0,0,0
Βενεράτου                     ,5,1,0,0,0
Αυγενικής                     ,3,0,0,0,0
Κερασίων                      ,2,0,0,0,0
Τυλίσου                       ,7,0,0,0,0
Γωνιών Μαλεβιζίου             ,2,0,0,0,0
Κεραμουτσίου                  ,1,0,0,0,0
Μαράθου                       ,1,0,0,0,0
Τυμπακίου                     ,21,11,0,0,1
Βώρων                         ,3,2,0,1,0

Καμαρών                       ,0,0,0,0,0
Καμηλαρίου                    ,6,4,0,0,0
Μαγαρικαρίου                  ,1,0,0,0,0
Πιτσιδίων                     ,5,1,1,0,0
Σίβα                          ,6,0,0,1,0
Φανερωμένης                   ,0,0,0,0,0
Λιμένος Χερσονήσου            ,37,5,4,0,3
Αβδού                         ,2,0,0,0,0
Γωνιών Πεδιάδος               ,0,2,0,0,0
Ποταμιών                      ,0,1,0,0,0
Χερσονήσου                    ,63,6,3,0,2
ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ                  ,601,130,22,4,29
Αγίου Νικολάου                ,171,27,8,3,7
Βρουχά                        ,5,2,0,0,0
Ελούντας                      ,21,6,2,1,1
Έξω Λακκωνίων                 ,3,0,0,0,0
Καλού Χωρίου                  ,1,0,0,0,0
Κριτσάς                       ,11,1,0,0,0
Κρούστα                       ,1,0,0,0,0
Μέσα Λακκωνίων                ,1,0,0,0,0
Ιεραπέτρας                    ,164,27,2,0,2
Αγίου Ιωάννου                 ,0,1,0,0,0
Κάτω Χωρίου                   ,1,0,0,0,0
Μεσελέρων                     ,1,0,0,0,0
Μουρνιών                      ,1,0,0,0,0
Παλαικάστρου                  ,15,2,0,0,1
Ζάκρου                        ,4,2,0,0,0
Ζίρου                         ,1,0,1,0,0
Απιδίων (Μέσα Απιδίου)        ,6,2,0,0,0
Αρμένων                       ,2,2,0,0,0
Παππαγιαννάδων                ,0,2,0,0,0
Σταυροχωρίου                  ,2,2,0,0,0
Αγίου Στεφάνου                ,16,4,0,0,0
Πεύκων                        ,3,0,0,0,0
Νεαπόλεως                     ,45,17,5,0,6
Βραχασίου                     ,9,1,0,0,0
Λατσίδας                      ,0,0,1,0,0
Μιλάτου                       ,12,0,0,0,0
Τζερμιάδου                    ,8,1,0,0,0
Αγίου Γεωργίου Λασιθίου       ,2,0,0,0,0
Σητείας                       ,73,21,2,0,11
Αγίου Γεωργίου Σητείας        ,1,2,0,0,0
Αχλαδίων                      ,2,1,0,0,0
Μαρωνίας                      ,2,0,0,0,0

Πισκοκεφάλου                  ,6,4,1,0,1
Ρούσσας Εκκλησίας             ,6,0,0,0,0
Σκοπής                        ,1,0,0,0,0
Σφάκας                        ,0,1,0,0,0
Τουρλωτής                     ,3,1,0,0,0
Χαμεζίου                      ,1,1,0,0,0
ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ                  ,501,69,35,6,25
Ρεθύμνης                      ,167,29,22,2,20
Καρές                         ,1,0,0,0,0
Μαρουλά                       ,0,1,0,0,0
Ανωγείων                      ,9,0,2,0,3
’δελε                         ,105,13,3,0,0
Ελευθέρνης                    ,1,0,0,0,0
Περάματος                     ,47,10,2,3,2
Αγγελιανών                    ,1,0,0,0,0
Σισών                         ,1,0,0,0,0
Γαράζου                       ,17,3,0,1,0
Φουρφουρά                     ,2,1,0,0,0
Σπηλίου                       ,32,1,1,0,0
Επισκοπής                     ,12,0,1,0,0
Γωνιάς                        ,82,5,4,0,0
Ατσιποπούλου                  ,1,0,0,0,0
Μαλακίων                      ,1,0,0,0,0
Αποστόλων                     ,2,1,0,0,0
Σελλίων                       ,20,5,0,0,0
ΝΟΜΟΣ ΧΑΝΙΩΝ                    ,1251,169,33,12,61
Χανίων                        ,87,31,17,6,32
Αρωνίου                       ,37,3,1,1,2
Κουνουπιδιανών                ,128,16,2,0,0
